"","Group","filename","unittitle.text","didunitdate.text","didlanguage.attrs","didabstract.text","level","primarynode.attrs","didunitdate.attrs","container.text","didcontainer.attrs.1","didcontainer.attrs.2","scopecontentid.attrs","scopecontenthead.text","scopecontentp.text","accessrestrictid.attrs","accessrestricthead.text","accessrestrictp.text","note.text","Hierarchical_Relationship","Description_Level","Year_Num"
"9610",3119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2005: no. 2-9"
"9611",3119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2006: no. 8, 30, 32, 34"
"9612",3120,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROSHU SLOVAKrivorozhskaia informatsionno-analiticheskaia gazeta. Uchreditel' i izdatel': ChP Savitskii Iu. V. Redaktor Gorbenko G. L. Krivoi Rog, Ukraine. 2002?-",NA,NA,NA,"series","series",NA,"282","Box","Box: ",NA,NA,NA,NA,NA,NA,"2002; no. 2(2)-5(5), no. 8(8)-10(10), no. 15(15)",1,"Series",NA
"9613",3120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2002: no. ; 2(2)-5(5), 8(8)-10(10), 15(15)"
"9614",3121,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROSPEKT MIRA informatsionno-reklamnoe izdanie Dzerzhinskogo raiona g. Moskvy. Moscow, Russia. 1990-",NA,NA,NA,"series","series",NA,"282","Box","Box: ",NA,NA,NA,NA,NA,NA,"1990: December",1,"Series",NA
"9615",3121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1990: no.  December"
"9616",3122,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROSTOE RESHENIE gorodskaia informatsionno-analiticheskaia gazeta. Glavnyi redaktor: Aleksei Borisov. Sankt-Peterburg, Russia. 1999-",NA,NA,NA,"series","series",NA,"282","Box","Box: ",NA,NA,NA,NA,NA,NA,"2000: one unnumbered issue with headline ""Istina otkryvaetsia poetam,"" one unnumbered issue with headline ""Nas slozhno obmanut '!,"" one unnumbered issue with headline ""Podumaem o sebe""",1,"Series",NA
"9617",3122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2000: no.  one unnumbered issue with headline ""Istina otkryvaetsia poetam,"" one unnumbered issue with headline ""Nas slozhobmanut '!,"" one unnumbered issue with headline ""Podumaem o sebe"""
"9618",3123,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROSTOR Orenburgskaia gazeta sotsial'noi zashchity. Redaktor: Gennadii Filippov. Orenburg, Russia. 199?-",NA,NA,NA,"series","series",NA,"282","Box","Box: ",NA,NA,NA,NA,NA,NA,"1995: no. 14(167)-16(169), no. 18(171)-21(174), no. 36(189)-43(196)",1,"Series",NA
"9619",3123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1995: no. 14(167)-16(169), 18(171)-21(174), 36(189)-43(196)"
"9620",3124,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROSVESHCHENIE prosvetitel'skii, teoreticheskii i obshchestvenno-politicheskii zhurnal Rossiiskogo soiuza kommunisticheskikh partii. Glavnyi redaktor: V. Isaichikov. Moscow, Russia. Weekly. 1995-",NA,NA,NA,"series","series",NA,"533","Box","Box: ",NA,NA,NA,NA,NA,NA,"1995: no. 11997: no. 1(3)1998: no. 4(8)1999: no. 1(9)2000: no. 1(11)-2(12)2001: no. 1(13)2002: no. 2(29+16)2006: no. 2(29+23)",1,"Series",NA
"9621",3124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1995: no. 1"
"9622",3124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1997: no. 1(3)"
"9623",3124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1998: no. 4(8)"
"9624",3124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1999: no. 1(9)"
"9625",3124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2000: no. 1(11)-2(12)"
"9626",3124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2001: no. 1(13)"
"9627",3124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2002: no. 2(29+16)"
"9628",3124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2006: no. 2(29+23)"
"9629",3125,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROSVETITEL' oprichnoe bratstvo Sv. PRP. Iosifa Volotskogo. See also: Tsarskii Oprichnik'' Pravoslavnyi Nabat. Russkii Partizan''. Manarkhist Redaktor: Anatolii Mikhailovich Makeev. Moscow, Russia. 2000-",NA,NA,NA,"series","series",NA,"533","Box","Box: ",NA,NA,NA,NA,NA,NA,"2000: no. 1(1)-3(3)2001: no. 1(4)-4(7)2002: no. 1(8)-4(11)2003: no. 1(11) [sic], no. 2(12)-3(13)2004: no. 1(15)2005: no. 1(16), no. 3(18)2006: no. 1(19)",1,"Series",NA
"9630",3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2000: no. 1(1)-3(3)"
"9631",3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2001: no. 1(4)-4(7)"
"9632",3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2002: no. 1(8)-4(11)"
"9633",3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2003: no. 1(11) [sic], 2(12)-3(13)"
"9634",3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2004: no. 1(15)"
"9635",3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2005: no. 1(16), 3(18)"
"9636",3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2006: no. 1(19)"
"9637",3126,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROSVETITEL' gazeta Sibirskogo dukhovno-ekologicheskogo universiteta, Omskogo otdeleniia Mezhdunarodnoi akademii nauk ekologii i bezopastnosti zhiznedeiatel'nosti. Glavnyi redaktor: N. V. Liamina. Omsk, Russia. 1996-",NA,NA,NA,"series","series",NA,"533","Box","Box: ",NA,NA,NA,NA,NA,NA,"2000: no. 35, no. 37(89)",1,"Series",NA
"9638",3126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2000: no. 35, 37(89)"
"9639",3127,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROSVITA (Kishinev) Zasnovnyky: Tovarystvo ukrains'koi kultury v respublitsi Moldova ta kolektyv redaktsii. Hol. redaktor: Repchynsk'kyi, M. Kishinev, Moldova. Weekly. 19??-",NA,NA,NA,"series","series",NA,"282","Box","Box: ",NA,NA,NA,NA,NA,NA,"1992: no. 2(4)",1,"Series",NA
"9640",3127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1992: no. 2(4)"
"9641",3128,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROSVITA (L'vov) informatsiinii visnyk. Tovarystvo ukrains'koi movy im. Tarasa Shevchenka, L'vivs'ska oblasna orhanizatsiia. Redaktor: Nina Bichuia. L'vov, Ukraine. 1989-",NA,NA,NA,"series","series",NA,"282","Box","Box: ",NA,NA,NA,NA,NA,NA,"1989: one unnumbered issue (October) with headline ""Slovo do chitachiv ""Prosviti"","" one unnumbered issue (November) with headline ""Organizatsiini problemi tovaristva"" 1990: no. 71990: no. 6, no. 131991: no. 6(26), no. 8(28)-12(32), no. 15(35)-22(42), no. 24(44)-27(47), no. 29(49)-31(51), no. 33(53)-39(59), spetsial'nyi vypusk1992: no. 3(63), no. 15(74), no. 19(78), no. 26(85)",1,"Series",NA
"9642",3128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1989: no.  one unnumbered issue (October) with headline ""Slovo do chitachiv ""Prosviti"","" one unnumbered issue (November) with headline ""Organizatsiini problemi tovaristva"" "
"9643",3128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1990: no. 7"
"9644",3128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1990: no. 6, 13"
"9645",3128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1991: no. 6(26), 8(28)-12(32), 15(35)-22(42), 24(44)-27(47), 29(49)-31(51), 33(53)-39(59), spetsial'nyi vypusk"
"9646",3128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1992: no. 3(63), 15(74), 19(78), 26(85)"
"9647",3129,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROTESTANTIzdanie evangel'skikh khristian-baptistov Monthly. ",NA,NA,NA,"series","series",NA,"282","Box","Box: ",NA,NA,NA,NA,NA,NA,"1989: no. 9-10",1,"Series",NA
"9648",3129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1989: no. 9-10"
"9649",3130,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROTIV TECHENIIA izdanie sotsialisticheskogo rabochego soiuza. Elektrogorsk, Russia. 1994?-",NA,NA,NA,"series","series",NA,"533","Box","Box: ",NA,NA,NA,NA,NA,NA,"1994: no. 1",1,"Series",NA
"9650",3130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1994: no. 1"
"9651",3131,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROTIV TECHENIIA biulleten' iavliaetsia tematicheskim sbornikom materialov internet-saita communist. ru. Kiev, Ukraine. 2005?-",NA,NA,NA,"series","series",NA,"533","Box","Box: ",NA,NA,NA,NA,NA,NA,"2005: no. 4",1,"Series",NA
"9652",3131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2005: no. 4"
"9653",3132,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROTIV TECHENIIA izdanie revoliutsionnogo komsomola. Prilozhenie k gazeta Bumbarash 2017. Bumbarash 2017 Redaktory vypuska: O. Kazarian, A. Buslaev, V. Shapinov. [Moscow, Russia. ]. 2004?-",NA,NA,NA,"series","series",NA,"282","Box","Box: ",NA,NA,NA,NA,NA,NA,"2004: no. 1",1,"Series",NA
"9654",3132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2004: no. 1"
"9655",3133,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROVINTSIAL ezhenedel'naia gazeta severo-zapada Rossii. Glavnyi redaktor: Nikolai Modestov. Novgorod, Russia. 1992-",NA,NA,NA,"series","series",NA,"282","Box","Box: ",NA,NA,NA,NA,NA,NA,"199? no. 10(73)-11(74)1995: no. 13(128)",1,"Series",NA
"9656",3133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1995: no. 13(128)"
"9657",3134,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROVINTSIAL literaturnyii almanakh. Redaktory: A. Evseenko, A. Chertenkov. Tikhvin, Russia. Weekly. 1990-",NA,NA,NA,"series","series",NA,"533","Box","Box: ",NA,NA,NA,NA,NA,NA,"1990: no. 11991: no. 1",1,"Series",NA
"9658",3134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1990: no. 1"
"9659",3134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1991: no. 1"
"9660",3135,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROVINTSIAL'NYE VESTI gazeta Bashkirskogo regional'nogo otdeleniia obshcherossiiskogo politicheskogo obshchestvennogo dvizheniia «Liberal'naia Rossiia». Redaktor: Liudmila Shmakova. Ufa, Russia. 2002-",NA,NA,NA,"series","series",NA,"282","Box","Box: ",NA,NA,NA,NA,NA,NA,"2002: no. 1(1)-2(2)2005: no. 3(17)-4(19), no. 11(275)2006: no. 1(276)-4(279)",1,"Series",NA
"9661",3135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2002: no. 1(1)-2(2)"
"9662",3135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2005: no. 3(17)-4(19), 11(275)"
"9663",3135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2006: no. 1(276)-4(279)"
"9664",3136,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROVINTSIIA (Orenburg) nezavisimaia gazeta dlia obmena mneniiami i informatsiei grazhdan Orenburga. Redaktsiia: Veprikov, A. Orenburg, RSFSR. 19??-",NA,NA,NA,"series","series",NA,"282","Box","Box: ",NA,NA,NA,NA,NA,NA,"1990: no. 1",1,"Series",NA
"9665",3136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1990: no. 1"
"9666",3137,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROVINTSIIA (Samara) Izdatel': IMA Press. Samara, RSFSR. Semimonthly. 1990-",NA,NA,NA,"series","series",NA,"282","Box","Box: ",NA,NA,NA,NA,NA,NA,"1990: June",1,"Series",NA
"9667",3137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1990: no.  June"
"9668",3138,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROZRACHNAIA VLAST'obshchestvenno-politicheskaia gazeta, blok Iulii Timoshenko, dvozhenie ""Prozrachnaia vlast'"" Shef-redaktor S. M. Raskin. Simferopol', Ukraine. 2005",NA,NA,NA,"series","series",NA,"458","Box","Box: ",NA,NA,NA,NA,NA,NA,"2005: nos. 1-32006: nos. 1(4)-5(8), 7-8(10-11), 10(13)-12(15), spetsvypusk",1,"Series",NA
"9669",3138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2005: no. 1-3"
"9670",3138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2006: no. 1(4)-5(8), 7-8(10-11), 10(13)-12(15), spetsvypusk"
"9671",3139,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROZRENIE prilozhenie k obshcherossiiskoi analiticheskoi gazete kontseptual'noi partii «Edinenie» «Mera za meru». Redaktor: A. V. Kudinov. Zheleznogorsk, Russia. 2005-",NA,NA,NA,"series","series",NA,"283","Box","Box: ",NA,NA,NA,NA,NA,NA,"2005: no. 1(001)",1,"Series",NA
"9672",3139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2005: no. 1(001)"
"9673",3140,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROZRENIE organ Volgogradskoi Sotsial-demokraticheskoi organizatsii. Redaktsiia: R. Kostrykin, A. Gromov, S. Mazalov, I. Tomin. Volgograd, RSFSR. 19??-",NA,NA,NA,"series","series",NA,"283","Box","Box: ",NA,NA,NA,NA,NA,NA,"1990: no. 2, no. 7, no. 9",1,"Series",NA
"9674",3140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1990: no. 2, 7, 9"
"9675",3141,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PRYKARPATS'KA PRAVDA orhan Ivano-Frankivs'koho obkomu kompartii Ukrainy ta Ivano-Frahkivs'koho mis'komu kompartii Ukrainy. Redaktor: Hromads'kii, V. Ivano-Frankovsk, Ukraine. 1939-",NA,NA,NA,"series","series",NA,"282","Box","Box: ",NA,NA,NA,NA,NA,NA,"1990: no. 105(12310)",1,"Series",NA
"9676",3141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1990: no. 105(12310)"
"9677",3142,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PRYKORDONNI VISTI Ukrains'ka narodno-demokratychna partiia. Redaktor: Perevoznyi, V. G. Khar'kov, Ukraine. 1990?-",NA,NA,NA,"series","series",NA,"533","Box","Box: ",NA,NA,NA,NA,NA,NA,"1990: no. 1(1)",1,"Series",NA
"9678",3142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1990: no. 1(1)"
"9679",3143,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PSIKHICHESKAIA KUL'TURA  Redaktor: Elenora Chernova. Leningrad, Russia. 1989?-",NA,NA,NA,"series","series",NA,"533","Box","Box: ",NA,NA,NA,NA,NA,NA,"1989: no. 5",1,"Series",NA
"9680",3143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1989: no. 5"
"9681",3144,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PSKOVSKAIA ISKRA gazeta Pskovskoi oblastnoi organizatsii KPRF. Glavnyi redaktor: A. V. Dodnova. Pskov, Russia. 2000?-",NA,NA,NA,"series","series",NA,"283","Box","Box: ",NA,NA,NA,NA,NA,NA,"2000: no. 11-12",1,"Series",NA
"9682",3144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2000: no. 11-12"
"9683",3145,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PSKOVSKII NABAT organ oblastnogo komiteta Rossiiskoi kommunisticheskoi rabochei partii. Redaktor: V. I. Alov. Pskov, Russia. 199?-",NA,NA,NA,"series","series",NA,"283","Box","Box: ",NA,NA,NA,NA,NA,NA,"1993: no. 2, no. 4-51994: no. 6-71996: no. 11",1,"Series",NA
"9684",3145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1993: no. 2, 4-5"
"9685",3145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1994: no. 6-7"
"9686",3145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1996: no. 11"
"9687",3146,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PSKOVSKII RUBEZH gazeta narodno-patrioticheskikh sil Pskovskoi oblasti. Redaktory: B. M. Kostomarov, G. Komsa, V. F. Dulia. Pskov, Russia. 199?-",NA,NA,NA,"series","series",NA,"283","Box","Box: ",NA,NA,NA,NA,NA,NA,"1997: no. 6 (June)1998: no. 23(35)2001: no. 40(178)2002: no. 8(196)-10(198), no. 39(227)2003: no. 9(248), no. 11(250)-16(255), no. 20(259)-21(260)2005: no. 43(387)",1,"Series",NA
"9688",3146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1997: no. 6 (June)"
"9689",3146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1998: no. 23(35)"
"9690",3146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2001: no. 40(178)"
"9691",3146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2002: no. 8(196)-10(198), 39(227)"
"9692",3146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2003: no. 9(248), 11(250)-16(255), 20(259)-21(260)"
"9693",3146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2005: no. 43(387)"
"9694",3147,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PULKOVSKAIA DIAGONAL' obshchestvenno-politicheskaia gazeta. Glavnyi redaktor: Iu. M. Dobuzhskaia. Sankt-Peterburg, Russia. 1998-",NA,NA,NA,"series","series",NA,"283","Box","Box: ",NA,NA,NA,NA,NA,NA,"1999: no. 20",1,"Series",NA
"9695",3147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1999: no. 20"
"9696",3148,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PUL'SOrgan KSMM. Prilozhenie k gazete ""Kommunist."" Kishinev, respublika Moldova. ",NA,NA,NA,"series","series",NA,"283","Box","Box: ",NA,NA,NA,NA,NA,NA,"2002: no. 1(43), no. 4(46)",1,"Series",NA
"9697",3148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2002: no. 1(43), 4(46)"
"9698",3149,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PUL'S TUSHINA gazeta Tushinskogo raiona g. Moskvy. See also: Russkii pul's Redaktor: Fomichev, V. T. Moscow, Russia. 1989-",NA,NA,NA,"series","series",NA,"283","Box","Box: ",NA,NA,NA,NA,NA,NA,"1989: no. (November)1990: no. 3(Jan. )-141991: no. 15-261992: no. 27-29/30",1,"Series",NA
"9699",3149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1989: no. (November)"
"9700",3149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1990: no. 3(Jan. )-14"
"9701",3149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1991: no. 15-26"
"9702",3149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1992: no. 27-29/30"
"9703",3150,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PUL'S ZHIZNI ezhenedel'naia gazeta dlia vsekh. Glavnyi redaktor: Elena Chernobrovkina. Naberezhnye Chelny, Russia. Monthly. 2002-",NA,NA,NA,"series","series",NA,"283","Box","Box: ",NA,NA,NA,NA,NA,NA,"2003: no. 13(18)",1,"Series",NA
"9704",3150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2003: no. 13(18)"
"9705",3151,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PUL'S ZHIZNI Sankt-Peterburgskoe regional'noe otdelenie Rossiiskoi partii zhizni. Sankt-Peterburg, Russia. 2002-",NA,NA,NA,"series","series",NA,"283","Box","Box: ",NA,NA,NA,NA,NA,NA,"2005: no. 1",1,"Series",NA
"9706",3151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2005: no. 1"
"9707",3152,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PUSHKINSKAIA PLOSHAD' literaturno-publitsisticheskaia gazeta; izdanie Gaid-parka. Redaktor: E. Anastasiadi. [s. l. : s. n. ]. 19??-",NA,NA,NA,"series","series",NA,"283","Box","Box: ",NA,NA,NA,NA,NA,NA,"1991? no. 31996? one unnumbered and undated issue with headline ""Gaid-park na Pushkinskoi ploshchadi""",1,"Series",NA
"9708",3152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1991?: no. 31996? one unnumbered and undated issue with headline ""Gaid-park na Pushkinskoi ploshchadi"""
"9709",3153,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PUT' gazeta Rossiiskogo khristianskogo demokraticheskogo dvizheniia. Gl. redaktor: Anishchenko, G. Moscow, Russia. 1990-",NA,NA,NA,"series","series",NA,"283","Box","Box: ",NA,NA,NA,NA,NA,NA,"1990: one unnumbered issue (October), no. 1-21991: no. 1(4)-10(13)1992: no. 1(14)-10(23)1993: no. 1(24)-10/11(30)1994: no. 1(31)-2(32)",1,"Series",NA
"9710",3153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1990: no.  one unnumbered issue (October), 1-2"
"9711",3153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1991: no. 1(4)-10(13)"
"9712",3153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1992: no. 1(14)-10(23)"
"9713",3153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1993: no. 1(24)-10/11(30)"
"9714",3153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1994: no. 1(31)-2(32)"
